locusId	sysName	type	scaffoldId	begin	end	strand	name	desc
H16_RS25690	H16_RS25690	1	NC_008314	1565158	1567116	-		acyl-CoA synthetase
H16_RS25695	H16_RS25695	1	NC_008314	1567145	1568896	-		alpha-keto acid decarboxylase family protein
H16_RS25700	H16_RS25700	1	NC_008314	1569084	1569770	+		Crp/Fnr family transcriptional regulator
H16_RS25705	H16_RS25705	1	NC_008314	1569751	1571142	-		MFS transporter
H16_RS34565	H16_RS34565	7	NC_008314	1571340	1571875	+		hypothetical protein
H16_RS25715	H16_RS25715	1	NC_008314	1571933	1572940	-		multidrug transporter
H16_RS25720	H16_RS25720	1	NC_008314	1573218	1573622	-		cupin domain-containing protein
H16_RS25725	H16_RS25725	1	NC_008314	1573627	1574106	-		carboxymuconolactone decarboxylase family protein
H16_RS25730	H16_RS25730	1	NC_008314	1574181	1574933	-		SDR family oxidoreductase
H16_RS25735	H16_RS25735	1	NC_008314	1575076	1575513	-		GNAT family N-acetyltransferase
H16_RS25740	H16_RS25740	1	NC_008314	1575623	1575853	-		DUF2798 domain-containing protein
H16_RS25745	H16_RS25745	1	NC_008314	1575945	1576670	-		cysteine hydrolase
H16_RS25750	H16_RS25750	1	NC_008314	1576740	1577729	-		alpha/beta hydrolase
H16_RS25755	H16_RS25755	1	NC_008314	1578044	1579477	-		PLP-dependent aminotransferase family protein
H16_RS25760	H16_RS25760	1	NC_008314	1579721	1580764	-		glutathione S-transferase
H16_RS25765	H16_RS25765	1	NC_008314	1580801	1582177	-		amidase
H16_RS25770	H16_RS25770	1	NC_008314	1582480	1583391	-		LysR family transcriptional regulator
H16_RS25775	H16_RS25775	1	NC_008314	1583574	1584482	-		hypothetical protein
H16_RS25780	H16_RS25780	1	NC_008314	1584662	1585345	-		nitroreductase
H16_RS25785	H16_RS25785	1	NC_008314	1585605	1586723	+		maleylacetate reductase
H16_RS25790	H16_RS25790	1	NC_008314	1586804	1587700	+		tryptophan 2,3-dioxygenase
H16_RS25795	H16_RS25795	1	NC_008314	1587889	1588515	-		NAD(P)H:quinone oxidoreductase
H16_RS25800	H16_RS25800	1	NC_008314	1588533	1589483	-		ring-cleaving dioxygenase
H16_RS25805	H16_RS25805	1	NC_008314	1590058	1590309	-		hypothetical protein
H16_RS25810	H16_RS25810	1	NC_008314	1590780	1592477	-		cyclic nucleotide-binding domain-containing protein
H16_RS25820	H16_RS25820	1	NC_008314	1593678	1595225	-		CadC family transcriptional regulator
H16_RS34570	H16_RS34570	1	NC_008314	1595461	1597275	+		LysR family transcriptional regulator
H16_RS25835	H16_RS25835	1	NC_008314	1597400	1598263	-		cysteine hydrolase
H16_RS25840	H16_RS25840	1	NC_008314	1598794	1599624	+		alpha/beta hydrolase
H16_RS25845	H16_RS25845	1	NC_008314	1599760	1601190	+		catalase
H16_RS34575	H16_RS34575	1	NC_008314	1601263	1601643	+		hypothetical protein
H16_RS25855	H16_RS25855	1	NC_008314	1601663	1602505	-		universal stress protein
H16_RS25860	H16_RS25860	1	NC_008314	1602538	1603374	-		universal stress protein UspA
H16_RS25865	H16_RS25865	1	NC_008314	1603679	1604134	+		universal stress protein
H16_RS25870	H16_RS25870	1	NC_008314	1604142	1605155	+		zinc-binding alcohol dehydrogenase family protein
H16_RS25875	H16_RS25875	1	NC_008314	1605175	1606497	+		phosphoribosyltransferase
H16_RS25880	H16_RS25880	1	NC_008314	1606640	1607443	-		IclR family transcriptional regulator
H16_RS25885	H16_RS25885	1	NC_008314	1607612	1608946	-		MmgE/PrpD family protein
H16_RS25890	H16_RS25890	1	NC_008314	1608959	1609807	-		alpha/beta fold hydrolase
H16_RS25895	H16_RS25895	1	NC_008314	1609820	1611922	-		CoA-binding protein
H16_RS25900	H16_RS25900	1	NC_008314	1611927	1612721	-		enoyl-CoA hydratase/isomerase family protein
H16_RS25905	H16_RS25905	1	NC_008314	1612772	1613767	-		tripartite tricarboxylate transporter substrate binding protein
H16_RS25910	H16_RS25910	1	NC_008314	1614085	1615044	-		SMP-30/gluconolactonase/LRE family protein
H16_RS25915	H16_RS25915	1	NC_008314	1615189	1615989	-		SDR family oxidoreductase
H16_RS25920	H16_RS25920	1	NC_008314	1616032	1616586	-		4-carboxymuconolactone decarboxylase
H16_RS25925	H16_RS25925	1	NC_008314	1616727	1618112	-		MmgE/PrpD family protein
H16_RS25930	H16_RS25930	1	NC_008314	1618142	1619146	-		tripartite tricarboxylate transporter substrate binding protein
H16_RS25935	H16_RS25935	1	NC_008314	1619362	1620249	+		LysR family transcriptional regulator
H16_RS25940	H16_RS25940	1	NC_008314	1620278	1621162	-		alpha/beta hydrolase
H16_RS25945	H16_RS25945	1	NC_008314	1621459	1622436	-		tripartite tricarboxylate transporter substrate binding protein
H16_RS25950	H16_RS25950	1	NC_008314	1622558	1623805	-		CoA transferase
H16_RS25955	H16_RS25955	1	NC_008314	1624259	1625218	+		tripartite tricarboxylate transporter substrate binding protein
H16_RS25960	H16_RS25960	1	NC_008314	1625288	1625614	-		hypothetical protein
H16_RS25965	H16_RS25965	1	NC_008314	1626225	1629314	+		formate dehydrogenase-N subunit alpha
H16_RS25970	H16_RS25970	1	NC_008314	1629311	1630201	+		formate dehydrogenase subunit beta
H16_RS25975	H16_RS25975	1	NC_008314	1630215	1630880	+		formate dehydrogenase subunit gamma
H16_RS25980	H16_RS25980	1	NC_008314	1630877	1631740	+		formate dehydrogenase accessory protein FdhE
H16_RS25985	H16_RS25985	7	NC_008314	1631782	1632368	-		NnrU family protein
H16_RS25990	H16_RS25990	1	NC_008314	1632445	1632849	+		glyoxalase/bleomycin resistance/dioxygenase family protein
H16_RS25995	H16_RS25995	1	NC_008314	1632952	1635018	-		HAMP domain-containing protein
H16_RS26000	H16_RS26000	1	NC_008314	1634991	1636394	-		sigma-54-dependent Fis family transcriptional regulator
H16_RS26005	H16_RS26005	1	NC_008314	1636683	1638113	+		MFS transporter
H16_RS26010	H16_RS26010	1	NC_008314	1638730	1640169	+		cytochrome ubiquinol oxidase subunit I
H16_RS26015	H16_RS26015	1	NC_008314	1640183	1641190	+		cytochrome d ubiquinol oxidase subunit II
H16_RS34580	H16_RS34580	1	NC_008314	1641190	1641327	+		DUF2474 family protein
H16_RS26020	H16_RS26020	1	NC_008314	1641332	1643425	+		FUSC family protein
H16_RS26025	H16_RS26025	1	NC_008314	1643412	1643624	+		DUF1656 domain-containing protein
H16_RS26030	H16_RS26030	1	NC_008314	1643621	1644454	+		HlyD family secretion protein
H16_RS26035	H16_RS26035	1	NC_008314	1644603	1645703	+		GTP 3',8-cyclase MoaA
H16_RS26040	H16_RS26040	1	NC_008314	1645728	1645994	-		transcriptional regulator
H16_RS26045	H16_RS26045	1	NC_008314	1645981	1647435	-		PLP-dependent aminotransferase family protein
H16_RS26050	H16_RS26050	1	NC_008314	1647505	1648716	-		molybdopterin molybdenumtransferase MoeA
H16_RS26055	H16_RS26055	1	NC_008314	1648710	1649555	-		formate dehydrogenase accessory sulfurtransferase FdhD
H16_RS26060	H16_RS26060	1	NC_008314	1649690	1652017	-		FdhF/YdeP family oxidoreductase
H16_RS26065	H16_RS26065	1	NC_008314	1652167	1653075	-		LysR family transcriptional regulator
H16_RS26070	H16_RS26070	1	NC_008314	1653228	1654409	+		amidohydrolase
H16_RS26075	H16_RS26075	1	NC_008314	1654436	1655446	+		tripartite tricarboxylate transporter substrate binding protein
H16_RS26080	H16_RS26080	1	NC_008314	1655468	1656241	-		dienelactone hydrolase
H16_RS26085	H16_RS26085	1	NC_008314	1656322	1657134	-		AraC family transcriptional regulator
H16_RS26090	H16_RS26090	1	NC_008314	1657197	1657853	-		ABC transporter permease
H16_RS26095	H16_RS26095	1	NC_008314	1657834	1658667	-		ATP-binding cassette domain-containing protein
H16_RS26100	H16_RS26100	1	NC_008314	1658677	1659501	-		MetQ/NlpA family ABC transporter substrate-binding protein
H16_RS26105	H16_RS26105	1	NC_008314	1659594	1660934	-		LLM class flavin-dependent oxidoreductase
H16_RS26110	H16_RS26110	1	NC_008314	1660952	1662169	-		acyl-CoA dehydrogenase
H16_RS26115	H16_RS26115	1	NC_008314	1662370	1663326	+		hypothetical protein
H16_RS26120	H16_RS26120	1	NC_008314	1663351	1664553	+		chromate transporter
H16_RS26125	H16_RS26125	1	NC_008314	1664757	1665974	+		polysaccharide pyruvyl transferase family protein
H16_RS26130	H16_RS26130	1	NC_008314	1666077	1667396	-		oxalate/formate MFS antiporter
H16_RS26135	H16_RS26135	1	NC_008314	1668472	1669995	+		hypothetical protein
H16_RS26140	H16_RS26140	1	NC_008314	1670269	1670970	+		cytochrome c biogenesis protein CcdA
H16_RS26145	H16_RS26145	1	NC_008314	1670974	1671492	+		thioredoxin family protein
H16_RS26150	H16_RS26150	1	NC_008314	1671749	1674043	+		TonB-dependent siderophore receptor
H16_RS26155	H16_RS26155	1	NC_008314	1674399	1675730	+		purine permease
H16_RS26160	H16_RS26160	1	NC_008314	1675761	1676354	-		M23 family metallopeptidase
H16_RS26165	H16_RS26165	1	NC_008314	1676514	1676813	+		hypothetical protein
H16_RS26170	H16_RS26170	1	NC_008314	1676890	1677183	-		hypothetical protein
H16_RS26175	H16_RS26175	1	NC_008314	1677375	1679015	-		hypothetical protein
H16_RS26180	H16_RS26180	1	NC_008314	1679168	1680007	+		class D beta-lactamase
H16_RS26185	H16_RS26185	1	NC_008314	1680268	1681164	+		hypothetical protein
H16_RS26190	H16_RS26190	1	NC_008314	1681366	1682634	+		ROK family protein
H16_RS26195	H16_RS26195	1	NC_008314	1682654	1684216	+		sugar ABC transporter ATP-binding protein
H16_RS26200	H16_RS26200	1	NC_008314	1684296	1685318	+		ribose ABC transporter permease
H16_RS26205	H16_RS26205	1	NC_008314	1685344	1686330	+		ABC transporter substrate-binding protein
H16_RS26210	H16_RS26210	1	NC_008314	1686376	1687872	+		glucose-6-phosphate dehydrogenase
H16_RS26215	H16_RS26215	1	NC_008314	1687897	1689531	+		glucose-6-phosphate isomerase
H16_RS26220	H16_RS26220	1	NC_008314	1689561	1690472	+		carbohydrate kinase
H16_RS26225	H16_RS26225	1	NC_008314	1690726	1691079	+		hypothetical protein
H16_RS26230	H16_RS26230	1	NC_008314	1691083	1691445	+		transcriptional regulator
H16_RS26235	H16_RS26235	1	NC_008314	1691753	1693078	+		MFS transporter
H16_RS26240	H16_RS26240	1	NC_008314	1693080	1694318	+		amidohydrolase family protein
H16_RS26245	H16_RS26245	1	NC_008314	1694401	1695306	+		LysR family transcriptional regulator
H16_RS26250	H16_RS26250	1	NC_008314	1695311	1696282	-		tripartite tricarboxylate transporter substrate binding protein
H16_RS26255	H16_RS26255	1	NC_008314	1696660	1697370	-		SDR family oxidoreductase
H16_RS26260	H16_RS26260	1	NC_008314	1697503	1697973	+		SUF system Fe-S cluster assembly regulator
H16_RS26265	H16_RS26265	1	NC_008314	1698005	1699453	+		Fe-S cluster assembly protein SufB
H16_RS26270	H16_RS26270	1	NC_008314	1699466	1700212	+		Fe-S cluster assembly ATPase SufC
H16_RS26275	H16_RS26275	1	NC_008314	1700209	1701540	+		Fe-S cluster assembly protein SufD
H16_RS26280	H16_RS26280	1	NC_008314	1701537	1702805	+		cysteine desulfurase
H16_RS26285	H16_RS26285	1	NC_008314	1702805	1703251	+		SUF system NifU family Fe-S cluster assembly protein
H16_RS26290	H16_RS26290	1	NC_008314	1703258	1703626	+		SUF system Fe-S cluster assembly protein
H16_RS26295	H16_RS26295	1	NC_008314	1703628	1703948	+		non-heme iron oxygenase ferredoxin subunit
H16_RS26300	H16_RS26300	1	NC_008314	1704091	1707558	+		adenylate/guanylate cyclase domain-containing protein
H16_RS26305	H16_RS26305	1	NC_008314	1707555	1708199	+		hypothetical protein
H16_RS26310	H16_RS26310	1	NC_008314	1708180	1709211	-		patatin-like phospholipase family protein
H16_RS26315	H16_RS26315	1	NC_008314	1709354	1710970	+		GGDEF domain-containing protein
H16_RS26320	H16_RS26320	1	NC_008314	1710987	1713125	-		xanthine dehydrogenase family protein molybdopterin-binding subunit
H16_RS26325	H16_RS26325	1	NC_008314	1713122	1713607	-		(2Fe-2S)-binding protein
H16_RS26330	H16_RS26330	1	NC_008314	1713731	1714618	+		LysR family transcriptional regulator
H16_RS26335	H16_RS26335	1	NC_008314	1714636	1715187	-		MarR family transcriptional regulator
H16_RS26340	H16_RS26340	1	NC_008314	1715283	1716260	+		ABC transporter substrate-binding protein
H16_RS26345	H16_RS26345	1	NC_008314	1716278	1717846	+		phosphonate monoester hydrolase
H16_RS26350	H16_RS26350	1	NC_008314	1717954	1718478	+		host attachment protein
H16_RS26355	H16_RS26355	7	NC_008314	1718518	1718796	+		hypothetical protein
H16_RS26360	H16_RS26360	1	NC_008314	1719057	1719767	-		GntR family transcriptional regulator
H16_RS26365	H16_RS26365	1	NC_008314	1719917	1721617	+		GMC family oxidoreductase
H16_RS26370	H16_RS26370	1	NC_008314	1721666	1722577	+		taurine dioxygenase
H16_RS26375	H16_RS26375	1	NC_008314	1722613	1724034	+		aldehyde dehydrogenase family protein
H16_RS26380	H16_RS26380	1	NC_008314	1724057	1724239	-		hypothetical protein
H16_RS26385	H16_RS26385	1	NC_008314	1724229	1725464	+		AI-2E family transporter
H16_RS26390	H16_RS26390	1	NC_008314	1725572	1725787	+		hypothetical protein
H16_RS26395	H16_RS26395	1	NC_008314	1725884	1726087	+		DUF3079 domain-containing protein
H16_RS26400	H16_RS26400	1	NC_008314	1726160	1727608	+		NADP-dependent succinate-semialdehyde dehydrogenase I
H16_RS26405	H16_RS26405	1	NC_008314	1727619	1728461	-		hypothetical protein
H16_RS26410	H16_RS26410	1	NC_008314	1728484	1728867	-		flagellar transcriptional regulator FlhD
H16_RS26415	H16_RS26415	1	NC_008314	1728864	1729775	-		cyclic nucleotide-binding domain-containing protein
H16_RS26420	H16_RS26420	1	NC_008314	1729940	1731934	+		PAS domain-containing sensor histidine kinase
H16_RS26425	H16_RS26425	1	NC_008314	1732044	1733024	+		tripartite tricarboxylate transporter substrate binding protein
H16_RS26430	H16_RS26430	1	NC_008314	1733008	1733865	-		IclR family transcriptional regulator
H16_RS26435	H16_RS26435	1	NC_008314	1733862	1734689	-		IclR family transcriptional regulator
H16_RS26440	H16_RS26440	1	NC_008314	1735000	1735959	+		MBL fold metallo-hydrolase
H16_RS26445	H16_RS26445	1	NC_008314	1736009	1737733	+		FAD-dependent oxidoreductase
H16_RS26450	H16_RS26450	1	NC_008314	1737765	1737989	+		DUF2783 domain-containing protein
H16_RS26455	H16_RS26455	1	NC_008314	1738173	1739489	+		MFS transporter
H16_RS26460	H16_RS26460	1	NC_008314	1739545	1739853	-		hypothetical protein
H16_RS26465	H16_RS26465	1	NC_008314	1740027	1740248	+		DUF2188 domain-containing protein
H16_RS26470	H16_RS26470	1	NC_008314	1740314	1741693	+		erythromycin esterase family protein
H16_RS26475	H16_RS26475	1	NC_008314	1741723	1741995	-		BON domain-containing protein
H16_RS26480	H16_RS26480	1	NC_008314	1742028	1742594	-		BON domain-containing protein
H16_RS26485	H16_RS26485	1	NC_008314	1742639	1743673	-		flavodoxin family protein
H16_RS26490	H16_RS26490	1	NC_008314	1743932	1744375	-		PA2169 family four-helix-bundle protein
H16_RS26495	H16_RS26495	1	NC_008314	1744413	1744784	-		hypothetical protein
H16_RS26500	H16_RS26500	1	NC_008314	1745127	1748543	+		DUF3416 domain-containing protein
H16_RS26505	H16_RS26505	1	NC_008314	1748565	1751924	+		maltose alpha-D-glucosyltransferase
H16_RS26510	H16_RS26510	1	NC_008314	1751921	1754191	+		1,4-alpha-glucan branching protein GlgB
H16_RS26515	H16_RS26515	1	NC_008314	1754188	1756422	+		glycogen debranching enzyme GlgX
H16_RS26520	H16_RS26520	1	NC_008314	1756419	1758668	+		4-alpha-glucanotransferase
H16_RS26525	H16_RS26525	1	NC_008314	1758779	1761322	+		glycogen/starch/alpha-glucan phosphorylase
H16_RS26530	H16_RS26530	1	NC_008314	1761541	1763547	+		malto-oligosyltrehalose trehalohydrolase
H16_RS26535	H16_RS26535	1	NC_008314	1763547	1766240	+		malto-oligosyltrehalose synthase
H16_RS26540	H16_RS26540	1	NC_008314	1766273	1766908	-		hypothetical protein
H16_RS26545	H16_RS26545	1	NC_008314	1767327	1767692	+		BON domain-containing protein
H16_RS26550	H16_RS26550	1	NC_008314	1767727	1767957	+		hypothetical protein
H16_RS26555	H16_RS26555	1	NC_008314	1767988	1768371	+		hypothetical protein
H16_RS26560	H16_RS26560	1	NC_008314	1768475	1769335	-		endonuclease
H16_RS26565	H16_RS26565	1	NC_008314	1769360	1769710	-		hypothetical protein
H16_RS26570	H16_RS26570	1	NC_008314	1769798	1775659	-		excinuclease ABC subunit A
H16_RS26575	H16_RS26575	1	NC_008314	1775885	1776163	+		plasmid maintenance system killer protein
H16_RS26580	H16_RS26580	1	NC_008314	1776175	1776510	+		addiction module antidote protein, HigA family
H16_RS26585	H16_RS26585	1	NC_008314	1776562	1777932	-		6-aminohexanoate-dimer hydrolase
H16_RS26590	H16_RS26590	1	NC_008314	1777979	1778458	-		MarR family transcriptional regulator
H16_RS26595	H16_RS26595	1	NC_008314	1778637	1779233	-		GTP cyclohydrolase II
H16_RS26600	H16_RS26600	1	NC_008314	1779502	1780032	+		hypothetical protein
H16_RS26605	H16_RS26605	1	NC_008314	1780041	1780511	-		Lrp/AsnC family transcriptional regulator
H16_RS26610	H16_RS26610	1	NC_008314	1780663	1781004	+		hypothetical protein
H16_RS26615	H16_RS26615	1	NC_008314	1781012	1781935	-		LysR family transcriptional regulator
H16_RS26620	H16_RS26620	1	NC_008314	1782066	1784444	+		5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase
H16_RS26625	H16_RS26625	1	NC_008314	1784535	1785950	-		DUF1254 domain-containing protein
H16_RS26630	H16_RS26630	1	NC_008314	1786200	1786979	-		3-oxoadipate enol-lactonase
H16_RS26635	H16_RS26635	1	NC_008314	1787019	1787303	-		muconolactone Delta-isomerase
H16_RS26640	H16_RS26640	1	NC_008314	1787357	1787653	-		YciI family protein
H16_RS26645	H16_RS26645	1	NC_008314	1787695	1789035	-		short-chain fatty acid transporter
H16_RS26650	H16_RS26650	1	NC_008314	1789247	1789624	-		hypothetical protein
H16_RS26655	H16_RS26655	1	NC_008314	1789849	1791546	+		MBL fold metallo-hydrolase
H16_RS26660	H16_RS26660	5	NC_008314	1791635	1791711	+		tRNA-Arg
H16_RS26665	H16_RS26665	1	NC_008314	1791802	1792698	-		hydrolase
H16_RS26670	H16_RS26670	1	NC_008314	1792916	1794721	+		GGDEF domain-containing protein
H16_RS26675	H16_RS26675	5	NC_008314	1794894	1794980	-		tRNA-Leu
H16_RS26680	H16_RS26680	1	NC_008314	1795076	1796362	-		cytosine deaminase
H16_RS26685	H16_RS26685	1	NC_008314	1796433	1797125	-		TetR/AcrR family transcriptional regulator
H16_RS26690	H16_RS26690	1	NC_008314	1797125	1797811	-		uracil phosphoribosyltransferase
H16_RS26695	H16_RS26695	1	NC_008314	1797885	1799207	-		DUF1688 family protein
H16_RS26700	H16_RS26700	1	NC_008314	1799204	1800442	-		GTP cyclohydrolase II
H16_RS26705	H16_RS26705	1	NC_008314	1800719	1801819	-		acyltransferase
H16_RS26710	H16_RS26710	1	NC_008314	1802631	1803728	+		LacI family DNA-binding transcriptional regulator
H16_RS26715	H16_RS26715	1	NC_008314	1803791	1804813	+		extracellular solute-binding protein
H16_RS26720	H16_RS26720	1	NC_008314	1804933	1805751	+		ABC transporter permease subunit
H16_RS26725	H16_RS26725	1	NC_008314	1805762	1806637	+		ABC transporter permease subunit
H16_RS26730	H16_RS26730	1	NC_008314	1806630	1807688	+		ABC transporter ATP-binding protein
H16_RS26735	H16_RS26735	1	NC_008314	1807685	1808530	+		phosphodiesterase
H16_RS26740	H16_RS26740	1	NC_008314	1808938	1809291	-		hypothetical protein
H16_RS26745	H16_RS26745	1	NC_008314	1809498	1810883	-		FAD-binding oxidoreductase
H16_RS26750	H16_RS26750	1	NC_008314	1811004	1814267	-		6-hydroxy-D-nicotine oxidase
H16_RS26755	H16_RS26755	1	NC_008314	1814457	1814765	-		hypothetical protein
H16_RS26760	H16_RS26760	1	NC_008314	1815027	1816103	-		carotenoid 1,2-hydratase
H16_RS26765	H16_RS26765	1	NC_008314	1816100	1818625	-		ABC transporter permease
H16_RS26770	H16_RS26770	1	NC_008314	1818629	1819324	-		ABC transporter ATP-binding protein
H16_RS26775	H16_RS26775	1	NC_008314	1819820	1820884	-		VWA domain-containing protein
H16_RS26780	H16_RS26780	1	NC_008314	1820960	1821907	+		serine protease
H16_RS26785	H16_RS26785	1	NC_008314	1821920	1822933	+		MoxR family ATPase
H16_RS26790	H16_RS26790	1	NC_008314	1822911	1823936	+		DUF58 domain-containing protein
H16_RS26795	H16_RS26795	1	NC_008314	1823933	1824991	+		VWA domain-containing protein
H16_RS26800	H16_RS26800	1	NC_008314	1825223	1826245	-		AraC family transcriptional regulator
H16_RS26805	H16_RS26805	1	NC_008314	1826483	1827541	+		3-keto-5-aminohexanoate cleavage protein
H16_RS26810	H16_RS26810	1	NC_008314	1827755	1828753	+		tripartite tricarboxylate transporter substrate binding protein
H16_RS26815	H16_RS26815	1	NC_008314	1828759	1829169	+		carboxymuconolactone decarboxylase
H16_RS26820	H16_RS26820	1	NC_008314	1829234	1830628	-		efflux transporter outer membrane subunit
H16_RS26825	H16_RS26825	1	NC_008314	1830639	1831817	-		HlyD family secretion protein
H16_RS26830	H16_RS26830	1	NC_008314	1831818	1832273	-		DUF3302 domain-containing protein
H16_RS26835	H16_RS26835	1	NC_008314	1832343	1832768	-		hypothetical protein
H16_RS34585	H16_RS34585	1	NC_008314	1833038	1833514	+		hypothetical protein
H16_RS26840	H16_RS26840	1	NC_008314	1833880	1836873	-		response regulator
H16_RS26845	H16_RS26845	1	NC_008314	1836873	1837523	-		response regulator transcription factor
H16_RS26850	H16_RS26850	1	NC_008314	1837834	1838370	-		GNAT family N-acetyltransferase
H16_RS26855	H16_RS26855	1	NC_008314	1838658	1839020	+		hypothetical protein
H16_RS26860	H16_RS26860	1	NC_008314	1839340	1840122	-		enoyl-[acyl-carrier-protein] reductase FabI
H16_RS26865	H16_RS26865	1	NC_008314	1840199	1841389	-		acetate/propionate family kinase
H16_RS26870	H16_RS26870	1	NC_008314	1841394	1842332	-		phosphate acetyltransferase
H16_RS26875	H16_RS26875	1	NC_008314	1842398	1844719	-		DUF3141 domain-containing protein
H16_RS26880	H16_RS26880	1	NC_008314	1844964	1845485	+		hypothetical protein
H16_RS26885	H16_RS26885	1	NC_008314	1845889	1846827	+		amino acid ABC transporter substrate-binding protein
H16_RS26890	H16_RS26890	1	NC_008314	1847016	1847327	+		hypothetical protein
H16_RS26895	H16_RS26895	1	NC_008314	1847396	1848289	-		hypothetical protein
H16_RS26900	H16_RS26900	1	NC_008314	1848725	1850464	+		glycosyltransferase family 39 protein
H16_RS26905	H16_RS26905	1	NC_008314	1850501	1850872	+		4-amino-4-deoxy-L-arabinose transferase
H16_RS26910	H16_RS26910	1	NC_008314	1850928	1852100	+		DegT/DnrJ/EryC1/StrS aminotransferase family protein
H16_RS26915	H16_RS26915	1	NC_008314	1852079	1853068	+		glycosyltransferase
H16_RS26920	H16_RS26920	1	NC_008314	1853068	1854009	+		formyltransferase
H16_RS26925	H16_RS26925	1	NC_008314	1854006	1855058	+		bifunctional UDP-4-keto-pentose/UDP-xylose synthase
H16_RS26930	H16_RS26930	1	NC_008314	1855072	1855968	+		4-deoxy-4-formamido-L-arabinose- phosphoundecaprenol deformylase
H16_RS26935	H16_RS26935	1	NC_008314	1855998	1858373	-		heavy metal translocating P-type ATPase
H16_RS26940	H16_RS26940	1	NC_008314	1858478	1858888	-		VOC family protein
H16_RS26945	H16_RS26945	1	NC_008314	1858991	1860448	-		heavy metal sensor histidine kinase
H16_RS26950	H16_RS26950	1	NC_008314	1860445	1861134	-		response regulator
H16_RS26955	H16_RS26955	1	NC_008314	1861133	1861777	+		hypothetical protein
H16_RS26960	H16_RS26960	1	NC_008314	1861891	1862211	-		hypothetical protein
H16_RS26965	H16_RS26965	1	NC_008314	1862485	1862718	+		hypothetical protein
H16_RS26970	H16_RS26970	1	NC_008314	1862741	1863622	-		3-keto-5-aminohexanoate cleavage protein
H16_RS26975	H16_RS26975	1	NC_008314	1863619	1864587	-		3-hydroxyacyl-CoA dehydrogenase
H16_RS26980	H16_RS26980	1	NC_008314	1864776	1865711	+		LysR family transcriptional regulator
H16_RS26990	H16_RS26990	1	NC_008314	1866167	1867522	-		type II toxin-antitoxin system HipA family toxin
H16_RS26995	H16_RS26995	1	NC_008314	1867525	1867776	-		XRE family transcriptional regulator
H16_RS27000	H16_RS27000	1	NC_008314	1868077	1868955	+		NAD(P)-dependent oxidoreductase
H16_RS27005	H16_RS27005	1	NC_008314	1869099	1869275	+		glycine zipper 2TM domain-containing protein
H16_RS27010	H16_RS27010	1	NC_008314	1869347	1870201	-		glycosyltransferase family 2 protein
H16_RS27015	H16_RS27015	1	NC_008314	1870257	1870517	-		acyl carrier protein
H16_RS27020	H16_RS27020	1	NC_008314	1870785	1871519	+		acyl carrier protein
H16_RS27025	H16_RS27025	1	NC_008314	1871569	1873284	+		beta-hydroxyacyl-ACP dehydratase
H16_RS27030	H16_RS27030	1	NC_008314	1873278	1874252	+		acyl-CoA synthetase
H16_RS27035	H16_RS27035	1	NC_008314	1874277	1874876	+		outer membrane lipoprotein carrier protein LolA
H16_RS27040	H16_RS27040	1	NC_008314	1874873	1877296	+		membrane protein
H16_RS27045	H16_RS27045	1	NC_008314	1877293	1878141	+		polysaccharide deacetylase family protein
H16_RS27050	H16_RS27050	1	NC_008314	1878208	1879410	+		beta-ketoacyl-[acyl-carrier-protein] synthase family protein
H16_RS27055	H16_RS27055	1	NC_008314	1879419	1880231	+		3-oxoacyl-ACP synthase
H16_RS27060	H16_RS27060	1	NC_008314	1880224	1880712	+		3-oxoacyl-ACP reductase
H16_RS27065	H16_RS27065	1	NC_008314	1880719	1881981	-		fumarylacetoacetase
H16_RS27070	H16_RS27070	1	NC_008314	1882119	1883438	-		homogentisate 1,2-dioxygenase
H16_RS34590	H16_RS34590	1	NC_008314	1883946	1884332	-		XRE family transcriptional regulator
H16_RS27085	H16_RS27085	1	NC_008314	1884560	1885276	+		TetR/AcrR family transcriptional regulator
H16_RS27090	H16_RS27090	1	NC_008314	1885448	1886473	+		alpha/beta fold hydrolase
H16_RS27095	H16_RS27095	1	NC_008314	1886488	1886820	+		DUF2917 domain-containing protein
H16_RS27100	H16_RS27100	1	NC_008314	1886949	1887290	-		DUF3325 domain-containing protein
H16_RS27105	H16_RS27105	1	NC_008314	1887274	1888830	-		PepSY domain-containing protein
H16_RS27110	H16_RS27110	1	NC_008314	1888902	1889225	-		hypothetical protein
H16_RS27115	H16_RS27115	1	NC_008314	1889296	1891578	-		TonB-dependent siderophore receptor
H16_RS27120	H16_RS27120	1	NC_008314	1891684	1893084	-		L-ornithine 5-monooxygenase
H16_RS27125	H16_RS27125	1	NC_008314	1893107	1894207	-		N-acetyltransferase
H16_RS27130	H16_RS27130	1	NC_008314	1894240	1895922	-		cyclic peptide export ABC transporter
H16_RS27135	H16_RS27135	1	NC_008314	1895919	1899146	-		non-ribosomal peptide synthetase
H16_RS33795	H16_RS33795	1	NC_008314	1899397	1900152	+		siderophore-iron reductase FhuF
H16_RS27145	H16_RS27145	1	NC_008314	1900165	1906260	-		non-ribosomal peptide synthetase
H16_RS27150	H16_RS27150	1	NC_008314	1906229	1909420	-		non-ribosomal peptide synthetase
H16_RS27155	H16_RS27155	1	NC_008314	1909317	1918601	-		non-ribosomal peptide synthetase
H16_RS27160	H16_RS27160	1	NC_008314	1918717	1919778	-		syrP protein
